time,r1,v1,r2,v2
0.0,-0.2,0.0,0.5,0.0
0.4001600640256102,-0.19561035023800727,0.021870225100727725,0.49241499278154316,-0.037804656330314886
0.8003201280512204,-0.18260705864060822,0.04291496023478557,0.46991171199463144,-0.07435469145353181
1.2004801920768307,-0.16148114857583068,0.06233848624172435,0.43323674594659317,-0.10843869236471386
1.6006402561024409,-0.13303126543884455,0.07940362144154635,0.3836057741231023,-0.13893022929514973
2.000800320128051,-0.0983348607528075,0.09345831889496863,0.32266172238496604,-0.16482653242993733
2.4009603841536613,-0.05870928425207977,0.1039593191468527,0.2524182277865153,-0.1852829656971589
2.8011204481792715,-0.015664114704989268,0.11049188010891907,0.1751903118063625,-0.1996418969714467
3.2012805122048817,0.029153412007451123,0.1127849757080481,0.09351492157933824,-0.20745509418932512
3.601440576230492,0.07401813269134747,0.11072135696994119,0.010063827375207376,-0.20849877743831327
4.001600640256102,0.11718959615244409,0.10434214660633286,-0.0724479053005363,-0.20278085187777217
4.401760704281712,0.1569754091971694,0.09384579024516518,-0.15135471798519018,-0.190540061862836
4.801920768307323,0.19179304774175995,0.07958139875197294,-0.22413142516742762,-0.17223710701283346
5.202080832332933,0.2202279137809963,0.06203670935007738,-0.2884789613001857,-0.14853803542877467
5.602240896358543,0.24108556084323846,0.04182108762364167,-0.3424020248646947,-0.12029050568306443
6.002400960384153,0.25343622518576225,0.019644167304650576,-0.38427593725608566,-0.08849375793231942
6.4025610244097635,0.25665005875475033,-0.0037091206818475704,-0.4129003988115429,-0.05426335461707456
6.802721088435374,0.2504217947042628,-0.027406253365018063,-0.4275382973797454,-0.018791929679330008
7.202881152460984,0.23478393761505384,-0.05059657196429465,-0.4279382353865765,0.016692662498441858
7.603041216486594,0.2101079896971764,-0.07244145669773296,-0.4143400355027676,0.05097033578112034
8.003201280512204,0.1770936380838596,-0.09214414770360531,-0.3874630708474097,0.0828713778939885
8.403361344537814,0.1367462503130735,-0.10897816935387214,-0.34847786514970513,0.11131719290811494
8.803521408563425,0.09034345443975947,-0.12231333137535166,-0.29896201659351146,0.13535772176234218
9.203681472589036,0.03939194454761008,-0.13163840757379303,-0.2408420191901684,0.1542042610518616
9.603841536614645,-0.01442398529507502,-0.1365796755007354,-0.17632306989521293,0.16725651562277577
10.004001600640255,-0.06930037729084138,-0.1369146556868643,-0.10780937604083389,0.17412293903255446
10.404161664665866,-0.12337600931118695,-0.13258056631056095,-0.0378177734133719,0.17463366576667647
10.804321728691477,-0.1747970625347718,-0.12367718198794496,0.03111226485990728,0.1688455825090814
11.204481792717086,-0.2217817976052338,-0.11046398876026917,0.0965090513533476,0.15703937284028024
11.604641856742695,-0.26268292697173995,-0.09335172724606897,0.1560562826914667,0.13970865162664345
12.004801920768307,-0.29604558214271826,-0.07288861802560981,0.20767484846570272,0.11754159166539743
12.404961984793918,-0.32065875076052563,-0.04974173662711917,0.24959584849413183,0.09139568896049444
12.805122048819527,-0.33559839540381725,-0.024674192045542463,0.28042228570961086,0.06226657760881987
13.205282112845136,-0.3402607322003366,0.0014810973304525271,0.2991772733825274,0.03125200321422472
13.605442176870747,-0.33438448934995946,0.0278501150354933,0.3053370735171595,-0.0004877641297818189
14.005602240896359,-0.31806134422132376,0.0535479402471806,0.2988478134112332,-0.0317716691416595
14.405762304921968,-0.29173415611217657,0.07770936982332281,0.2801253140422301,-0.061440284417556536
14.805922368947577,-0.25618303834034295,0.09951889444800571,0.2500380625233103,-0.0883973894320344
15.206082432973188,-0.21249973658577598,0.1182389799143645,0.20987395509852796,-0.11164924232683505
15.6062424969988,-0.16205121198894343,0.13323566337366533,0.16129204341432207,-0.1303401533114706
16.00640256102441,-0.10643364989787973,0.14400056786505502,0.10626096990382694,-0.14378309958597013
16.406562625050018,-0.0474185179030798,0.1501685608829697,0.04698634392814872,-0.15148429334672747
16.806722689075627,0.013107474722639144,0.15153044249652106,-0.014170368203859883,-0.1531608390205916
17.20688275310124,0.07320640467573708,0.14804021115743612,-0.07477850165608896,-0.14875084431993996
17.60704281712685,0.13095495911742897,0.13981666259131528,-0.1324273515143891,-0.13841564129168082
18.00720288115246,0.184509736784041,0.12713925313715035,-0.18481460006263242,-0.1225340207994834
18.407362945178072,0.23216978103903374,0.11043838745431425,-0.2298308880242142,-0.10168870552057384
18.80752300920368,0.2724341558282833,0.09028045533747898,-0.2656374830955107,-0.07664551807805797
19.20768307322929,0.30405257019395615,0.06734815537856494,-0.29073427297949633,-0.04832600060340059
19.6078431372549,0.32606729894346087,0.042416788435256175,-0.3040156502654589,-0.017774445922405964
20.00800320128051,0.337844946744596,0.016327352851371067,-0.30481227785183584,0.013879490152198738
20.408163265306122,0.33909696259685473,-0.010042614122554475,-0.2929172291069321,0.04546126816242541
20.80832332933173,0.3298882033434989,-0.03580942892054696,-0.26859554736557134,0.0757936033803047
21.20848339335734,0.3106332660313073,-0.06011382342300725,-0.2325768608608616,0.10373876800170412
21.608643457382954,0.2820807383665916,-0.0821506063875728,-0.1860312920030516,0.1282395563120874
22.008803521408563,0.24528592092673188,-0.10119638599301888,-0.13052946723510617,0.14835745651436383
22.408963585434172,0.2015730314609168,-0.11663438701119154,-0.06798807378725277,0.16330667558978393
22.80912364945978,0.15248818391191366,-0.12797549623198318,-0.0006028044992931123,0.17248280544144698
23.20928371348539,0.09974483552838143,-0.13487480053521922,0.06922890775176296,0.17548510400780704
23.609443777511004,0.04516360758680014,-0.13714304782478076,0.13899266965541268,0.17213159954854448
24.009603841536613,-0.009391380951803141,-0.1347526315545046,0.20614639983596456,0.16246646748548196
24.409763905562222,-0.06207745498832147,-0.12783790128187242,0.26821097555487955,0.14675941414190757
24.809923969587835,-0.1111373008449758,-0.1166897913601236,0.3228590174171555,0.12549706964094776
25.210084033613445,-0.15495963455303793,-0.10174497090343457,0.36799868543164627,0.09936669003951851
25.610244097639054,-0.19213448914950926,-0.08356989954536856,0.4018494971097535,0.06923272459966415
26.010404161664663,-0.22150119649204716,-0.06284036131935193,0.4230074760202758,0.03610706880081554
26.410564225690273,-0.24218739310054294,-0.0403172036703124,0.43049730272011977,0.0011140414302982767
26.810724289715886,-0.25363769995211766,-0.016819141114239954,0.42380959695918896,-0.034548689668294066
27.210884353741495,-0.25563109240964166,0.006806411991970079,0.40292198139870217,-0.06965186146290353
27.611044417767104,-0.24828637394168432,0.029713448713586915,0.36830314201927244,-0.10297758495213745
28.011204481792717,-0.2320555916145394,0.05108735223022645,0.32089970278423546,-0.1333620192013478
28.411364545818326,-0.20770565701549576,0.07017369536037868,0.26210633579568227,-0.15973624966843644
28.811524609843936,-0.1762888487358031,0.08630484100539819,0.19372011255912455,-0.1811639321938935
29.211684673869545,-0.1391032681570544,0.0989234057945737,0.11788066191939256,-0.19687437620340578
29.611844737895154,-0.09764467448055134,0.10760176109889463,0.03699820094618845,-0.2062899004854329
30.012004801920767,-0.0535514267848609,0.11205688700905356,-0.0463280689139211,-0.20904649647937357
30.412164865946377,-0.008544496400069875,0.11216005338777904,-0.12939837642374113,-0.20500705966418095
30.812324929971986,0.0356352919260737,0.1079410003733334,-0.20950450802027437,-0.1942667316459974
31.2124849939976,0.07729057038781613,0.09958646599994371,-0.2840224662054359,-0.1771501446341339
31.612645058023208,0.1148290212918194,0.08743312357156771,-0.35050241081841327,-0.15420066549506983
32.01280512204882,0.1468210668265877,0.07195518143651851,-0.40675275545863426,-0.12616200638987063
32.41296518607443,0.1720515986155167,0.05374709027274323,-0.45091547843358837,-0.09395284230533273
32.813125250100036,0.18956390651315289,0.03350197272652558,-0.48153001795715195,-0.05863531674193943
33.21328531412565,0.19869425543033462,0.011986549746088822,-0.49758353557738,-0.02137854322226286
33.613445378151255,0.1990958604073921,-0.009986557995717321,-0.49854576270896295,0.016581642043091042
34.01360544217687,0.19075142612468463,-0.031588154139297366,-0.48438723952555124,0.05398524915938908
34.41376550620248,0.17397379572910493,-0.05200238078990341,-0.4555802959493621,0.08959154712285781
34.813925570228086,0.1493946876205654,-0.0704561681328398,-0.4130827437955595,0.12222181454413653
35.2140856342537,0.11794192079594262,-0.08624714515428701,-0.3583048514054824,0.15079989478384093
35.61424569827931,0.08080594036436038,-0.09876905755479666,-0.2930607589796756,0.1743891932600611
36.01440576230492,0.039396825732535085,-0.10753376431547694,-0.21950602258218566,0.19222479006354315
36.41456582633053,-0.004706684966584721,-0.11218903058581718,-0.1400634767344943,0.20373954882061746
36.814725890356144,-0.04981434294342486,-0.1125314903316755,-0.05734000300131963,0.20858332379409988
37.21488595438175,-0.09418567543714107,-0.1085143120174012,0.02596288843114994,0.20663459403032175
37.61504601840736,-0.1360932325698171,-0.10024928921405414,0.1071415486585723,0.19800412118136876
38.01520608243297,-0.17388553698023312,-0.08800327891988587,0.1835825203003223,0.183030512923889
38.41536614645858,-0.20604749512287926,-0.07218910735523863,0.25285149679237956,0.16226785372312244
38.815526210484194,-0.23125611177677735,-0.05335125976531972,0.3127758134874526,0.13646584434958484
39.2156862745098,-0.24842951520326845,-0.03214685621688805,0.36151760573423425,0.10654315528305974
39.61584633853541,-0.2567675354293355,-0.009322580613557657,0.39763509992747487,0.073554934330164
40.01600640256102,-0.2557823746514118,0.014311624708147988,0.42012992182308345,0.038655615600616304
40.41616646658663,-0.2453182552601332,0.0379111705732132,0.4284787960016188,0.003058342420659948
40.816326530612244,-0.22555932661908706,0.06062673190002449,0.42264857036681674,-0.03200757045612965
41.21648659463785,-0.19702551605275553,0.08163440506753315,0.40309407218516075,-0.06533964333070658
41.61664665866346,-0.16055644426074536,0.10016503156283016,0.37073891784335244,-0.09580417455965766
42.016806722689076,-0.11728394124613528,0.1155316725489433,0.32693999033081494,-0.1223756782340387
42.41696678671468,-0.06859410749092895,0.1271542443150516,0.2734368772564949,-0.1441724089387544
42.817126850740294,-0.016080232714195095,0.1345804476684895,0.21228808643260208,-0.1604867388914974
43.21728691476591,0.038511800880837326,0.1375022507689782,0.14579630447391664,-0.17080933041663332
43.61744697879151,0.09334370924643443,0.13576732948780856,0.07642538428242512,-0.17484624995895837
44.017607042817126,0.14654850828022933,0.12938506233490582,0.006711980480472571,-0.1725284420364104
44.41776710684273,0.19629545432222442,0.1185268524669976,-0.06082497587055542,-0.16401322855437203
44.817927170868344,0.24085401612728569,0.10352077121267182,-0.12377385749864814,-0.1496778127886198
45.21808723489396,0.27865457034122837,0.08484068888441051,-0.17991572441018827,-0.1301050083842904
45.61824729891956,0.30834369898056857,0.06309027110806582,-0.22730251571371884,-0.10606171445801593
46.018407362945176,0.3288321541790824,0.03898239981927956,-0.2643253137133195,-0.07847091355204039
46.41856742697078,0.33933378691588517,0.013314732060426753,-0.28977026607528333,-0.04837818694989149
46.818727490996395,0.339394064929198,-0.013057750059177756,-0.3028602107978053,-0.01691394051051738
47.21888755502201,0.328907160107446,-0.03925224008028706,-0.3032805454864784,0.014747317219045264
47.61904761904761,0.30812099250235475,-0.06438862445532205,-0.2911884525626659,0.04542919480184114
48.019207683073226,0.27763003800713726,-0.08761995237649478,-0.26720518106412716,0.07399564278178863
48.41936774709884,0.23835612720322885,-0.10816179141646921,-0.23239167572478703,0.09939168601137746
48.819527811124445,0.19151790085869244,-0.12531942984286884,-0.18820845875474923,0.12068120389046547
49.21968787515006,0.13858996058984982,-0.13851199142928855,-0.13646119463299208,0.1370804459553498
49.61984793917567,0.08125313871617704,-0.1472926021605141,-0.07923390891992835,0.14798607335804165
50.020008003201276,0.021337609744933077,-0.1513639077245463,-0.018812252165172152,0.1529967407262393
50.42016806722689,-0.03923919489204338,-0.15058840095122317,0.04240046377759313,0.15192745812424263
50.820328131252495,-0.09853769049109451,-0.14499319045354772,0.10197142555997134,0.14481621477509093
51.22048819527811,-0.15466202245896454,-0.13476904843324228,0.1575275573680858,0.13192263686714992
51.62064825930372,-0.20582438725122087,-0.12026376717193109,0.20684257788725383,0.11371872117460087
52.02080832332933,-0.2504056473919939,-0.10197006560978798,0.24791889126775965,0.09087198417192878
52.42096838735494,-0.28701005602578467,-0.08050845943554341,0.27906127332889846,0.06422160822730494
52.821128451380545,-0.31451221156299813,-0.056605700264505385,0.29893974132641177,0.034748436510884634
53.22128851540616,-0.332094629744041,-0.031069541496132946,0.30663937128689145,0.0035398818514212997
53.62144857943177,-0.33927462680685166,-0.004760711753729843,0.3016952577333255,-0.028249012214157924
54.02160864345738,-0.33591959267552024,0.021436918598249505,0.2841113519827886,-0.0594369733402065
54.42176870748299,-0.32225013746010606,0.046646935864957426,0.25436248328455674,-0.08885890162231973
54.8219287715086,-0.298831015281678,0.07003067332412945,0.2133794579163186,-0.11540776373657925
55.22208883553421,-0.26655017293605526,0.09081613312605877,0.16251775376603345,-0.13807449247702408
55.62224889955982,-0.2265866685602064,0.10832453126698448,0.10351088553228188,-0.15598447810213617
56.022408963585434,-0.18036859444864495,0.12199353583349201,0.03841006062905883,-0.16842934984785887
56.42256902761104,-0.12952250001330637,0.13139639009269638,-0.03048774807986354,-0.17489291807711563
56.82272909163665,-0.07581610070539166,0.13625625399516308,-0.10072078204781876,-0.17507034854687575
57.22288915566226,-0.021096295960614877,0.1364552676301562,-0.16974966883684484,-0.16887988075664329
57.62304921968787,0.03277533664855974,0.1320380280901243,-0.2350477271525606,-0.15646666794611955
58.023209283713484,0.08398729152834813,0.12320936213465924,-0.2941911931051794,-0.1381985861068398
58.42336934773909,0.13084087078553952,0.11032648636352078,-0.34494619049473185,-0.1146541548822634
58.8235294117647,0.17180869847805683,0.09388583397158533,-0.3853493460606422,-0.0866029776287634
59.22368947579031,0.20558697384093091,0.07450502232632232,-0.41377919242432953,-0.054979383097165574
59.62384953981592,0.2311396413185004,0.05290060468420983,-0.4290158134374316,-0.02085018939192495
60.024009603841534,0.2477329428610535,0.029862393634967954,-0.4302865975154544,0.0146222861808893
60.42416966786714,0.2549591607582459,0.006225268099843047,-0.4172964530763644,0.05022067326107366
60.82432973189275,0.2527487397629767,-0.017160538680042116,-0.3902413814344723,0.08471503269125148
61.224489795918366,0.2413703915602256,-0.039459619246611,-0.349804891078253,0.11690588676615885
61.62464985994397,0.2214192007182387,-0.059880973725409674,-0.2971373277214207,0.14566628291345143
62.024809923969585,0.19379320013074636,-0.07770594893151485,-0.23381883089291303,0.16998141097718614
62.4249699879952,0.15965925131012193,-0.09231355071106528,-0.16180714798476292,0.18898438099977732
62.8251300520208,0.12040947116313912,-0.1032022362595429,-0.08337211166218053,0.2019868985276269
63.225290116046416,0.07760977598266676,-0.11000741982956867,-0.0010190514545245638,0.2085037551545993
63.62545018007202,0.03294238413006227,-0.1125140778769632,0.08259620781503257,0.2082702694097548
64.02561024409763,-0.01185566955282079,-0.11066401130949634,0.16475781055359512,0.2012520573173407
64.42577030812325,-0.055055811151016244,-0.10455751478734626,0.2427826470927465,0.18764678534960183
